idx,movie_id,name,year,rating,genre
308,m308,crazy love,2007/I,7.00,['documentary']
309,m309,crime spree,2003,6.40,"['action', 'comedy', 'crime']"
310,m310,"crouching tiger, hidden dragon",2003,8.00,['action']
311,m311,the crow,1994,7.60,"['action', 'crime', 'fantasy', 'thriller']"
312,m312,cruel intentions,1999,6.70,"['drama', 'romance', 'thriller']"
313,m313,the curse of the cat people,1944,6.90,"['drama', 'fantasy', 'horror']"
314,m314,the curse,1987,4.50,"['sci-fi', 'horror']"
315,m315,dark city,1998,7.80,"['mystery', 'sci-fi', 'thriller']"
316,m316,dave,1993,6.80,"['comedy', 'romance']"
317,m317,day of the dead,1985,7.00,"['horror', 'sci-fi']"
318,m318,dead poets society,1989,7.80,['drama']
319,m319,deep rising,1998,5.70,"['action', 'horror', 'sci-fi', 'thriller']"
320,m320,the deer hunter,1978,8.20,"['drama', 'war']"
321,m321,demolition man,1993,6.30,"['action', 'crime', 'sci-fi']"
322,m322,the devil and daniel webster,2004,5.70,"['comedy', 'drama', 'fantasy']"
323,m323,die hard,1988,8.30,"['action', 'crime', 'thriller']"
324,m324,dog day afternoon,1975,8.20,"['crime', 'drama']"
325,m325,domino,2005,5.90,"['action', 'crime', 'drama', 'thriller']"
326,m326,do the right thing,1989,7.90,['drama']
327,m327,dumb and dumberer: when harry met lloyd,2003,3.30,['comedy']
328,m328,dune,1984,6.50,"['action', 'adventure', 'sci-fi']"
329,m329,ed wood,1994,8.10,"['biography', 'comedy', 'drama']"
330,m330,edtv,1999,6.10,['comedy']
331,m331,election,1999,7.40,"['comedy', 'drama']"
332,m332,l.a. confidential,1997,8.40,"['crime', 'drama', 'mystery', 'thriller']"
333,m333,enemy of the state,1998,7.20,"['action', 'drama', 'thriller']"
334,m334,the english patient,1996,7.30,"['romance', 'drama', 'war']"
335,m335,entrapment,1999,6.10,"['action', 'crime', 'romance', 'thriller']"
336,m336,erin brockovich,2000,7.20,"['biography', 'drama', 'romance']"
337,m337,star wars: the empire strikes back,1982,8.00,"['animation', 'adventure', 'action', 'fantasy']"
338,m338,escape from the planet of the apes,1971,6.10,"['sci-fi', 'thriller']"
339,m339,escape from l.a.,1996,5.30,"['action', 'adventure', 'sci-fi', 'thriller']"
340,m340,excalibur,1981,7.40,"['adventure', 'drama', 'fantasy']"
341,m341,the exorcist,1973,8.10,"['horror', 'thriller']"
342,m342,the fabulous baker boys,1989,6.70,"['drama', 'music', 'romance']"
343,m343,face/off,1997,7.30,"['action', 'crime', 'drama', 'sci-fi', 'thriller']"
344,m344,the family man,2000,6.60,"['comedy', 'fantasy', 'drama', 'romance']"
345,m345,the fantastic four,1994,3.80,"['action', 'adventure', 'sci-fi', 'fantasy']"
346,m346,fantastic voyage,1966,6.80,"['adventure', 'sci-fi']"
347,m347,fargo,1996,8.30,"['crime', 'drama', 'thriller']"
348,m348,fight club,1999,8.80,"['crime', 'drama', 'mystery', 'thriller']"
349,m349,final destination 2,2003,6.40,"['horror', 'thriller']"
350,m350,final destination,2000,6.80,"['horror', 'thriller']"
351,m351,rambo: first blood part ii,1985,5.80,"['action', 'adventure', 'thriller']"
352,m352,the fisher king,1991,7.50,"['comedy', 'drama', 'romance']"
353,m353,five easy pieces,1970,7.50,['drama']
354,m354,five feet high and rising,2000,6.50,['short']
355,m355,fletch,1985,6.70,"['comedy', 'crime', 'mystery']"
356,m356,the adventures of ford fairlane,1990,5.60,"['action', 'adventure', 'comedy', 'music']"
357,m357,the french connection,1971,7.90,"['action', 'crime', 'thriller']"
358,m358,frequency,2000,7.30,"['crime', 'drama', 'sci-fi', 'thriller']"
359,m359,friday the 13th part iii,1982,5.10,['horror']
360,m360,jason lives: friday the 13th part vi,1986,5.30,"['comedy', 'horror', 'thriller']"
361,m361,jason goes to hell: the final friday,1993,4.10,"['horror', 'thriller']"
362,m362,friday the 13th part viii: jason takes manhattan,1989,3.90,['horror']
363,m363,game 6,2005,6.00,"['comedy', 'drama', 'sport']"
364,m364,gandhi,1982,8.20,"['biography', 'drama', 'history']"
365,m365,gattaca,1997,7.80,"['drama', 'romance', 'sci-fi', 'thriller']"
366,m366,the getaway,1972,7.50,"['action', 'adventure', 'crime', 'thriller']"
367,m367,get carter,2000,4.80,"['action', 'crime', 'drama', 'thriller']"
368,m368,glengarry glen ross,1992,7.90,['drama']
369,m369,the godfather: part ii,1974,9.00,"['crime', 'drama', 'thriller']"
370,m370,gods and monsters,1998,7.50,"['biography', 'drama']"
371,m371,gone in sixty seconds,2000,6.00,"['action', 'crime', 'thriller']"
372,m372,goodfellas,1990,8.80,"['crime', 'drama', 'thriller']"
373,m373,good will hunting,1997,8.10,['drama']
374,m374,the grapes of wrath,1940,8.30,['drama']
375,m375,grosse pointe blank,1997,7.40,"['comedy', 'crime', 'romance', 'thriller']"
376,m376,the horse whisperer,1998,6.40,"['drama', 'romance', 'western']"
377,m377,hackers,1995,5.80,"['action', 'crime', 'drama', 'thriller']"
378,m378,halloween 4: the return of michael myers,1988,5.60,"['horror', 'thriller']"
379,m379,halloween,1978,7.90,"['horror', 'thriller']"
380,m380,hannah and her sisters,1986,7.90,"['comedy', 'drama', 'romance']"
381,m381,hannibal,2001,6.40,"['crime', 'thriller']"
382,m382,happy campers,2001,5.40,['comedy']
383,m383,heathers,1989,7.30,"['comedy', 'crime']"
384,m384,heavenly creatures,1994,7.60,"['crime', 'drama', 'fantasy', 'thriller']"
385,m385,hellraiser: hellseeker,2002,4.90,"['horror', 'mystery', 'thriller']"
386,m386,hero,1992/I,6.30,"['comedy', 'drama']"
387,m387,hider in the house,1989,5.60,['thriller']
388,m388,highlander iii: the sorcerer,1994,3.90,"['fantasy', 'sci-fi', 'action']"
389,m389,hostage,2005/I,6.60,"['action', 'crime', 'drama', 'thriller']"
390,m390,hotel rwanda,2004,8.30,"['adventure', 'drama', 'history', 'thriller', 'war']"
391,m391,house on haunted hill,1999,5.30,"['horror', 'mystery', 'thriller']"
392,m392,house of the damned,1996,4.30,"['action', 'horror', 'thriller']"
393,m393,hellraiser iii: hell on earth,1992,5.10,['horror']
394,m394,hudson hawk,1991,5.40,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']"
395,m395,the hudsucker proxy,1994,7.40,"['comedy', 'drama', 'fantasy', 'romance']"
396,m396,i walked with a zombie,1943,7.30,['horror']
397,m397,the ice storm,1997,7.50,['drama']
398,m398,insomnia,2002/I,7.30,"['crime', 'drama', 'mystery', 'thriller']"
399,m399,interview with the vampire: the vampire chronicles,1994,7.40,"['drama', 'fantasy']"
400,m400,i still know what you did last summer,1998,4.10,"['horror', 'mystery', 'thriller']"
401,m401,isle of the dead,1945,6.60,"['drama', 'horror', 'mystery', 'thriller']"
402,m402,it's a wonderful life,1946,8.70,"['drama', 'fantasy', 'romance']"
403,m403,jaws 2,1978,5.60,['thriller']
404,m404,jaws 3-d,1983,3.30,['thriller']
405,m405,jaws: the revenge,1987,2.60,['thriller']
406,m406,the jazz singer,1927,6.80,"['drama', 'music', 'romance']"
407,m407,jennifer eight,1992,6.20,"['thriller', 'mystery']"
408,m408,jerry maguire,1996,7.30,"['comedy', 'drama', 'romance', 'sport']"
409,m409,jurassic park iii,2001,5.70,"['action', 'adventure', 'sci-fi', 'thriller']"
410,m410,the lost world: jurassic park,1997,6.00,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']"
411,m411,jurassic park,1993,7.90,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']"
412,m412,freddy vs. jason,2003,5.80,"['horror', 'thriller']"
413,m413,kafka,1991,6.90,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']"
414,m414,king kong,2005,7.60,"['adventure', 'drama', 'romance']"
415,m415,klute,1971,7.20,"['mystery', 'romance', 'thriller']"
416,m416,kramer vs. kramer,1979,7.70,['drama']
417,m417,kundun,1997,7.10,"['biography', 'drama', 'history', 'war']"
418,m418,lake placid,1999,5.40,"['action', 'comedy', 'horror', 'thriller']"
419,m419,the silence of the lambs,1991,8.70,"['crime', 'thriller']"
420,m420,last of the mohicans,1977,7.30,"['action', 'adventure', 'war']"
421,m421,leviathan,1989,5.30,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']"
422,m422,"lock, stock and two smoking barrels",1998,8.20,"['crime', 'thriller']"
423,m423,lone star,1996,7.60,"['drama', 'mystery', 'romance', 'western']"
424,m424,lord of illusions,1995,5.60,"['fantasy', 'horror', 'mystery', 'thriller']"
425,m425,lost in translation,2003,7.90,"['drama', 'romance']"
426,m426,lost souls,2000,4.60,"['drama', 'horror', 'thriller', 'romance']"
427,m427,love & basketball,2000,6.70,"['drama', 'romance', 'sport']"
428,m428,magnolia,1999,8.00,['drama']
429,m429,the man in the iron mask,1998/I,6.10,"['action', 'adventure', 'drama', 'history']"
430,m430,manhunt,2003,8.70,"['action', 'adventure', 'crime', 'horror', 'thriller']"
431,m431,manhunter,1986,7.20,"['crime', 'thriller']"
432,m432,man on the moon,1999,7.40,"['biography', 'comedy', 'drama']"
433,m433,the matrix,1999,8.70,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']"
434,m434,halloween iii: season of the witch,1982,3.80,"['horror', 'mystery', 'sci-fi']"
435,m435,meet joe black,1998,6.90,"['drama', 'fantasy', 'mystery', 'romance']"
436,m436,memento,2000,8.70,"['crime', 'drama', 'mystery', 'thriller']"
437,m437,miami vice,2006,6.00,"['action', 'crime', 'drama', 'thriller']"
438,m438,midnight cowboy,1969,8.00,['drama']
439,m439,midnight express,1978,7.60,"['biography', 'crime', 'drama', 'thriller']"
440,m440,mimic,1997,5.70,"['drama', 'horror', 'sci-fi']"
441,m441,misery,1990,7.80,['thriller']
442,m442,mission: impossible ii,2000,5.70,"['action', 'adventure', 'thriller']"
443,m443,mission: impossible,1996,6.90,"['action', 'adventure', 'thriller']"
444,m444,moonstruck,1987,7.10,"['comedy', 'romance', 'drama']"
445,m445,monty python and the holy grail,1975,8.40,"['adventure', 'comedy']"
446,m446,mrs brown,1997,7.20,"['biography', 'drama', 'history', 'romance']"
447,m447,arcade,1993,4.60,['sci-fi']
448,m448,mulholland dr.,2001,8.00,"['drama', 'mystery', 'thriller']"
449,m449,"""murderland""",2009,5.80,"['crime', 'drama', 'mystery']"
450,m450,my girl 2,1994,4.80,"['comedy', 'drama', 'family', 'romance']"
451,m451,my girl,1991,6.40,"['comedy', 'drama', 'family', 'romance']"
452,m452,my best friend's wedding,1997,6.20,"['comedy', 'romance']"
453,m453,nashville,1975,7.70,"['drama', 'music']"
454,m454,natural born killers,1994,7.10,"['action', 'crime', 'drama', 'romance', 'thriller']"
455,m455,nothing but a man,1964,7.80,"['drama', 'romance']"
456,m456,the negotiator,1998,7.20,"['action', 'crime', 'drama', 'mystery', 'thriller']"
457,m457,neuromancer,1988,9.30,"['action', 'adventure', 'animation', 'sci-fi']"
458,m458,never been kissed,1999,5.70,"['comedy', 'drama', 'romance']"
459,m459,the nightmare before christmas,1993,8.00,"['animation', 'family', 'fantasy', 'musical']"
460,m460,a nightmare on elm street part 2: freddy's revenge,1985,4.90,"['fantasy', 'horror', 'thriller']"
461,m461,a nightmare on elm street 3: dream warriors,1987,6.30,"['fantasy', 'horror', 'thriller']"
462,m462,notting hill,1999,6.90,"['comedy', 'romance']"
463,m463,one flew over the cuckoo's nest,1975,8.90,['drama']
464,m464,only you,1994,6.20,"['comedy', 'romance']"
465,m465,on the waterfront,1954,8.40,"['crime', 'drama', 'romance']"
466,m466,orgy of the dead,1965,2.50,"['fantasy', 'horror']"
467,m467,out of sight,1998,7.20,"['comedy', 'crime', 'romance', 'thriller']"
468,m468,pearl harbor,2001,5.40,"['action', 'drama', 'romance', 'war']"
469,m469,peggy sue got married,1986,6.30,"['comedy', 'drama', 'fantasy', 'romance']"
470,m470,pet sematary ii,1992,4.20,"['action', 'horror', 'thriller']"
471,m471,philadelphia,1993,7.60,['drama']
472,m472,pitch black,2000,7.00,"['action', 'sci-fi', 'thriller']"
473,m473,planet of the apes,2001,5.50,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']"
474,m474,platoon,1986,8.20,"['action', 'drama', 'war']"
475,m475,playback,1996,3.60,['thriller']
476,m476,the ploughman's lunch,1983,6.80,['drama']
477,m477,point break,1991,6.90,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']"
478,m478,predator,1987,7.80,"['action', 'adventure', 'sci-fi', 'thriller']"
479,m479,pretty woman,1990,6.70,"['comedy', 'romance']"
480,m480,the princess bride,1987,8.10,"['adventure', 'comedy', 'family', 'fantasy', 'romance']"
481,m481,the producers,1968,7.70,['comedy']
482,m482,psycho,1960,8.70,"['drama', 'horror', 'mystery', 'thriller', 'thriller']"
483,m483,maniac,1980,6.20,"['drama', 'horror', 'thriller']"
484,m484,vampyr,1932,7.60,"['fantasy', 'horror']"
485,m485,mystery of the wax museum,1933,6.80,"['horror', 'mystery', 'thriller']"
486,m486,quantum project,2000,4.80,"['short', 'adventure', 'drama', 'romance']"
487,m487,rambling rose,1991,6.60,['drama']
488,m488,red white black & blue,2006,6.30,['documentary']
489,m489,star wars: episode vi - return of the jedi,1983,8.30,"['action', 'adventure', 'fantasy', 'sci-fi']"
490,m490,the rocky horror picture show,1975,7.10,"['comedy', 'musical']"
491,m491,rocky,1976,8.10,"['drama', 'romance', 'sport']"
492,m492,who framed roger rabbit,1988,7.60,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']"
493,m493,romeo and juliet,1968/I,7.80,"['drama', 'romance']"
494,m494,ronin,1998,7.20,"['action', 'crime', 'thriller']"
495,m495,route 9,1998,6.00,"['crime', 'drama']"
496,m496,rush hour 2,2001,6.50,"['action', 'comedy', 'crime', 'thriller']"
497,m497,rush hour,1998,6.80,"['action', 'comedy', 'thriller', 'crime']"
498,m498,runaway bride,1999,5.20,"['comedy', 'romance']"
499,m499,sleepless in seattle,1993,6.60,"['comedy', 'romance', 'drama']"
500,m500,salt of the earth,1954,7.60,"['drama', 'history']"
501,m501,the salton sea,2002,7.10,"['crime', 'drama', 'mystery', 'thriller']"
502,m502,saving private ryan,1998,8.50,"['action', 'drama', 'history', 'war']"
503,m503,say anything...,1989,7.50,"['comedy', 'drama', 'romance']"
504,m504,schindler's list,1993,8.90,"['biography', 'drama', 'history', 'war']"
505,m505,scream 2,1997,5.90,"['horror', 'mystery', 'thriller']"
506,m506,scream 3,2000,5.30,"['horror', 'mystery', 'thriller']"
507,m507,scream,1996/I,7.20,"['crime', 'horror', 'mystery', 'thriller']"
508,m508,seven,1979,6.10,"['action', 'drama']"
509,m509,the searchers,1956,8.10,"['adventure', 'drama', 'western']"
510,m510,seven days to live,2000,5.20,"['drama', 'horror', 'thriller']"
511,m511,shakespeare in love,1998,7.40,"['comedy', 'drama', 'romance']"
512,m512,shallow grave,1994,7.40,"['comedy', 'crime', 'drama', 'thriller']"
513,m513,shampoo,1975,6.20,"['drama', 'romance']"
514,m514,the shining,1980,8.50,"['horror', 'mystery', 'thriller']"
515,m515,silver bullet,1985,5.90,"['adventure', 'drama', 'horror', 'mystery', 'thriller']"
516,m516,sister act,1992,5.90,"['comedy', 'crime', 'music']"
517,m517,sleepy hollow,1999,7.50,"['fantasy', 'mystery', 'thriller']"
518,m518,sling blade,1996,8.00,['drama']
519,m519,smoke,1995,7.50,"['comedy', 'drama']"
520,m520,snow falling on cedars,1999,6.70,"['drama', 'mystery', 'romance', 'thriller']"
521,m521,soldier,1998/I,5.60,"['action', 'drama', 'sci-fi']"
522,m522,some like it hot,1959,8.40,['comedy']
523,m523,the wedding date,2005,5.50,"['comedy', 'romance']"
524,m524,sounder,1972,7.80,['drama']
525,m525,south park: bigger longer & uncut,1999,7.80,"['animation', 'comedy', 'musical']"
526,m526,spacejacked,1997,2.90,"['action', 'sci-fi']"
527,m527,spare me,1992,5.80,['thriller']
528,m528,sphere,1998,5.60,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']"
529,m529,star wars,1977,8.80,"['action', 'adventure', 'fantasy', 'sci-fi']"
530,m530,starship troopers,1997,7.10,"['action', 'adventure', 'sci-fi', 'thriller']"
531,m531,star trek: the motion picture,1979,6.20,"['adventure', 'fantasy', 'mystery', 'sci-fi']"
532,m532,state and main,2000,6.80,"['comedy', 'drama']"
533,m533,stepmom,1998,6.20,"['comedy', 'drama']"
534,m534,storytelling,2001,6.70,"['comedy', 'drama']"
535,m535,stranglehold,2007,8.60,"['action', 'adventure', 'crime']"
536,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.60,"['comedy', 'drama']"
537,m537,suburbia,1996,6.50,"['comedy', 'drama']"
538,m538,sugar & spice,2001,5.20,"['comedy', 'crime']"
539,m539,sunset blvd.,1950,8.70,"['drama', 'film-noir']"
540,m540,supergirl,1984,4.10,"['action', 'adventure', 'sci-fi']"
541,m541,superman iii,1983,4.70,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']"
542,m542,superman ii,1980,6.70,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']"
543,m543,superman iv: the quest for peace,1987,3.40,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']"
544,m544,superman,1978,7.30,"['action', 'family', 'sci-fi']"
545,m545,the sweet hereafter,1997,7.80,['drama']
546,m546,sweet smell of success,1957,8.20,"['drama', 'film-noir']"
547,m547,terminator 2: judgment day,1991,8.50,"['action', 'sci-fi', 'thriller']"
548,m548,taking sides,2001,7.20,"['drama', 'music', 'war']"
549,m549,the terminator,1984,8.10,"['action', 'sci-fi', 'thriller']"
550,m550,the game,1997,7.70,"['drama', 'mystery', 'thriller']"
551,m551,the haunting,1999,4.60,"['horror', 'thriller', 'mystery']"
552,m552,the limey,1999,7.00,"['crime', 'drama', 'mystery', 'thriller']"
553,m553,the man who wasn't there,2001,7.70,"['crime', 'drama']"
554,m554,the relic,1997,5.40,"['horror', 'mystery', 'thriller']"
555,m555,the truman show,1998,8.00,['drama']
556,m556,the x files,1998,6.80,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']"
557,m557,the cell,2000,6.20,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']"
558,m558,the third man,1949,8.50,"['film-noir', 'mystery', 'thriller']"
559,m559,the beach,2000/I,6.30,"['adventure', 'drama', 'romance', 'thriller']"
560,m560,the believer,2001,7.30,['drama']
561,m561,le grand bleu,1988,7.40,"['adventure', 'drama', 'romance']"
562,m562,the hebrew hammer,2003,6.20,['comedy']
563,m563,the leopard man,1943,6.90,"['drama', 'horror', 'mystery', 'thriller']"
564,m564,the lost son,1999,6.50,"['crime', 'drama', 'romance', 'thriller']"
565,m565,the messenger,2009/I,7.40,"['drama', 'romance', 'war']"
566,m566,the pianist,2002,8.50,"['biography', 'drama', 'war']"
567,m567,the piano,1993,7.50,"['drama', 'romance']"
568,m568,the sting,1973,8.40,"['comedy', 'crime', 'drama']"
569,m569,the thin man,1934,8.10,"['comedy', 'crime', 'drama', 'mystery', 'romance']"
570,m570,three kings,1999,7.30,"['action', 'adventure', 'comedy', 'drama', 'war']"
571,m571,thx 1138,1971,6.80,"['drama', 'mystery', 'sci-fi', 'thriller']"
572,m572,ticker,2001,3.30,"['action', 'thriller', 'crime']"
573,m573,trouble in paradise,1932,8.20,"['comedy', 'crime', 'romance']"
574,m574,titanic,1997,7.40,"['drama', 'history', 'romance']"
575,m575,transatlantic merry-go-round,1934,6.90,"['comedy', 'musical', 'mystery', 'romance']"
576,m576,tombstone,1993,7.70,"['action', 'drama', 'history', 'romance', 'western']"
577,m577,tomorrow never dies,1997,6.40,"['action', 'adventure', 'thriller']"
578,m578,to sleep with anger,1990,6.80,['drama']
579,m579,toy story,1995,8.20,"['animation', 'adventure', 'comedy', 'family', 'fantasy']"
580,m580,the magic toyshop,1987,6.20,['fantasy']
581,m581,traffic,2000,7.80,"['crime', 'drama', 'thriller']"
582,m582,trainspotting,1996,8.20,"['crime', 'drama']"
583,m583,star trek v: the final frontier,1989,5.00,"['action', 'adventure', 'sci-fi', 'thriller']"
584,m584,tron,1982,6.70,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']"
585,m585,true lies,1994,7.20,"['action', 'thriller']"
586,m586,true romance,1993,7.90,"['crime', 'romance', 'thriller']"
587,m587,twelve monkeys,1995,8.10,"['mystery', 'sci-fi', 'thriller']"
588,m588,u-turn,1973,5.80,['drama']
589,m589,u turn,1997,6.70,"['crime', 'drama', 'thriller']"
590,m590,unbreakable,2000,7.30,"['drama', 'fantasy', 'mystery', 'thriller']"
591,m591,unforgiven,1992,8.30,"['drama', 'western']"
592,m592,the usual suspects,1995,8.70,"['crime', 'mystery', 'thriller']"
593,m593,verdict,1974,5.70,['drama']
594,m594,vertigo,1958,8.60,"['crime', 'mystery', 'romance', 'thriller']"
595,m595,very bad things,1998,6.00,"['comedy', 'crime', 'thriller']"
596,m596,viridiana,1961,8.20,['drama']
597,m597,virtuosity,1995,5.30,"['action', 'crime', 'sci-fi', 'thriller']"
598,m598,wag the dog,1997,7.10,"['comedy', 'drama']"
599,m599,wall street,1987,7.30,"['crime', 'drama']"
600,m600,waxwork,1988,6.00,"['comedy', 'fantasy', 'horror']"
601,m601,what lies beneath,2000,6.50,"['drama', 'horror', 'mystery', 'thriller']"
602,m602,what women want,2000,6.30,"['comedy', 'fantasy', 'romance']"
603,m603,the witching hour,1996,6.50,"['documentary', 'short']"
604,m604,white angel,1994,4.40,"['drama', 'thriller']"
605,m605,who's your daddy?,2003/I,4.50,['comedy']
606,m606,wild things,1998,6.60,"['crime', 'mystery', 'thriller']"
607,m607,wild wild west,1999,4.30,"['action', 'western', 'comedy', 'sci-fi']"
608,m608,willow,1988,7.10,"['action', 'adventure', 'drama', 'fantasy', 'romance']"
609,m609,witness,1985,7.60,"['drama', 'romance', 'thriller']"
610,m610,the wizard of oz,1939,8.30,"['adventure', 'family', 'fantasy', 'musical']"
611,m611,the world is not enough,1999,6.30,"['action', 'adventure', 'thriller']"
612,m612,watchmen,2009,7.80,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']"
613,m613,xxx,2002,5.60,"['action', 'adventure', 'crime']"
614,m614,x-men,2000,7.40,"['action', 'sci-fi']"
615,m615,young frankenstein,1974,8.00,"['comedy', 'sci-fi']"
616,m616,zulu dawn,1979,6.40,"['action', 'adventure', 'drama', 'history', 'war']"
